;;;;;;;;;;;;;Methodes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cobalt. commercial purity > 99.3%CO. annealed. soft;;;;;;;;;;;;;;+;;;;;;;;;;;;;;2020;2220;1410;1620;41.2;45.4;29.2;33.5;553;612;+;195;215;15.3;16.9;27.6;30.5;1516.3;1608.475;+;-;not inf;;;not inf;+;-;28;38.4;247000;341000;8800;8900;199;215;;;;Cobalt. commercial purity > 99.3%CO. annealed. soft;1638.7;1688.3875;1738.075;;;;;;;;;;;;;;;;;;;;;;;Technology;;Matériaux;Energie consommée Moyenne (kWh/kg);;;Energie consommée Moyenne (MJ/kg);;;;Cobalt. commercial purity > 99.3%CO. annealed. soft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chine;;;;;;;;;;;;;;;Cobalt. commercial purity > 99.3%CO. annealed. soft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Physical properties;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cobalt. commercial purity > 99.3%CO. annealed. hard;;;;;;;;;;;;;;+;;;;;;;;;;;;;;2020;2220;1410;1620;41.2;45.4;29.2;33.5;553;612;+;195;215;15.3;16.9;27.6;30.5;1516.3;1608.475;+;-;not inf;;;not inf;+;-;28;38.4;247000;341000;8800;8900;199;215;;;;Cobalt. commercial purity > 99.3%CO. annealed. hard;1638.7;1688.3875;1738.075;;;;;;;;;;;;;;;;;;;;;;;;;;min;moyenne;max;min;moyenne;max;;Cobalt. commercial purity > 99.3%CO. annealed. hard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Russia;;;;;;;;;;;;;;;Cobalt. commercial purity > 99.3%CO. annealed. hard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Casting CO2 kg/kg;Casting water l/kg;Roll forming. forging energy [MJ/kg];Roll forming. forging CO2 [kg/kg];Roll forming. forging water [L/kg];Extrusion. foil rolling energy;Extrusion. foil rolling CO2;Extrusion. foil rolling water;Polymer molding energy;Polymer molding CO2;Polymer molding water;Wire drawing energy;Wire drawing CO2;Wire drawing water;Metal powder forming energy;Metal powder forming CO2;Metal powder forming water;Vaporization energy ;Vaporization CO2;Vaporization water;Coarse machining energy (per unit wt removed);Coarse machining CO2 (per unit wt removed);Fince machining energy (per unit wt removed);Fince machining CO2 (per unit wt removed);Grinding energy (per unit wt removed);Grinding CO2 (per unit wt removed);Non-conventional machining energy (par unit wt removed);Non-conventional machining CO2 (par unit wt removed);Specific stiffness MN.m/kg;Yield strength (elastic limit) Mpa;Tensile strength Mpa;Specific strength kN.m/kg;Elongation % strength;Tangent modulus Mpa;Compressive strength MPa;Flexural modulus Gpa;Flexural strength (modulus of rupture) Mpa;Shear modulus GPa;Bulk modulus Gpa;Poisson's ratio;Shape factor;Hardness-Vickers HV;Hardness - Rockwell B HRB;Hardness - Rockwell C HRC;Hardness - Brinell HB;Elastic stored energy (springs) [kJ/m^3];Fatique strength at 10^7 cycles;Fatique strength model (stress amplitude);;;;;;;;
Cobalt-based-superalloy. CMM. cast. ISO 5832-4;;;;;;;;;;;;;;+;;;;;;;;;;;;;;1460;1610;1030;1180;33.7;37.1;24.4;27.8;506;558;+;152;168;12;13.2;27.6;30.5;1098.992;1170.19;+;-;not inf;;;not inf;+;-;21.7;29.8;179000;250000;8250;8370;210;220;;;;Cobalt-based-superalloy. CMM. cast. ISO 5832-4;1221.392;1260.591;1299.79;;;;;;;;;;;;;;;;;;;;;;;Metaux;SLM;acier inoxydable;24;30;36;86.4;108;129.6;;Cobalt-based-superalloy. CMM. cast. ISO 5832-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;USA;;;;;;;;;;;;;;;Cobalt-based-superalloy. CMM. cast. ISO 5832-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cobalt-based-superalloy. MAR-M 302. cast;;;;;;;;;;;;;;+;;;;;;;;;;;;;;1680;1850;1190;1360;56;61.8;40.8;46.6;486;537;+;169;187;13.3;14.7;27.6;30.5;1262.964;1342.785;+;-;not inf;;;not inf;+;-;44.7;65.6;409000;607000;9150;9250;210;235;;;;Cobalt-based-superalloy. MAR-M 302. cast;1385.364;1428.8745;1472.385;;;;;;;;;;;;;;;;;;;;;;;;;aluminium;98;130;162;352.8;468;583.2;;Cobalt-based-superalloy. MAR-M 302. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Germany;;;;;;;;;;;;;;;Cobalt-based-superalloy. MAR-M 302. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;not inf;not inf;not inf;4.42-4.89;0.332-0.367;3.44-5.16;8.56-9.47;0.642-0.71;5.21-7.82;not inf;not inf;not inf;31.3-34.6;2.35-2.6;11.8-17.7;not inf;not inf;not inf;not inf;not inf;not inf;1.1-1.21;0.0822-0.0908;6.68-7.39;0.501-0.554;12.9-14.3;0.967-1.07;175-193;13.1-14.5;24.5-27;310-1140;552-1140;39-143;6.0-15;2230;500-540;195-215;500-540;not inf;not inf;0.3-0.31;23;317-351;not inf;34;301-333;304-2440;not inf;not inf
Cobalt-based-superalloy. MAR-M 509. cast;;;;;;;;;;;;;;+;;;;;;;;;;;;;;1420;1570;1010;1150;41.3;45.5;30.1;34.3;464;513;+;149;165;11.7;13;27.6;30.5;1069.204;1141.475;+;-;not inf;;;not inf;+;-;30.4;43.1;268000;384000;8800;8900;220;230;;;;Cobalt-based-superalloy. MAR-M 509. cast;1191.604;1231.3395;1271.075;;;;;;;;;;;;;;;;;;;;;;;;;alliage de magnésium;26;26;26;93.6;93.6;93.6;;Cobalt-based-superalloy. MAR-M 509. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobalt-based-superalloy. MAR-M 509. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;not inf;not inf;not inf;4.34-4.79;0.325-0.36;3.41-5.11;8.39-9.27;0.629-0.696;5.14-7.71;not inf;not inf;not inf;30.7-33.9;2.3-2.54;11.6-17.3;not inf;not inf;not inf;not inf;not inf;not inf;1.08-1.2;0.0812-0.0898;6.55-7.24;0.492-0.543;12.6-14;0.948-1.05;171-189;12.8-14.2;24-26.5;365-1300;696-1340;45-160;1.0-8;4580;500-540;195-215;500-540;not inf;not inf;0.3-0.31;22;354-392;not inf;38;336-372;417-3190;not inf;not inf
Cobalt-based-superalloy. UMCo-50. cast;;;;;;;;;;;;;;+;;;;;;;;;;;;;;1030;1130;725;831;22.1;24.3;16.2;18.5;415;459;+;116;129;9.16;10.1;27.6;30.5;777.736;824.695;+;-;not inf;;;not inf;+;-;14.8;20.1;118000;163000;8000;8100;210;220;;;;Cobalt-based-superalloy. UMCo-50. cast;900.136;927.2155;954.295;;;;;;;;;;;;;;;;;;;;;;;;DMLS;acier inoxydable;27;44;61;97.2;158.4;219.6;;Cobalt-based-superalloy. UMCo-50. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobalt-based-superalloy. UMCo-50. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;not inf;not inf;not inf;4.34-4.79;0.325-0.36;3.41-5.11;8.39-9.27;0.629-0.696;5.14-7.71;not inf;not inf;not inf;30.7-33.9;2.3-2.54;11.6-17.3;not inf;not inf;not inf;not inf;not inf;not inf;1.08-1.2;0.0812-0.0898;6.55-7.24;0.492-0.543;12.6-14;0.948-1.05;171-189;12.8-14.2;24-26.5;365-1300;696-1340;45-160;1.0-8;not inf;500-540;195-215;500-540;not inf;not inf;not inf;22;354-392;not inf;38;336-372;417-3190;not inf;not inf
Cobalt-based-superalloy. WI-52. cast;;;;;;;;;;;;;;+;;;;;;;;;;;;;;1460;1610;1030;1180;36.6;40.3;26.5;30.3;466;515;+;153;169;12;13.3;27.6;30.5;1099.268;1170.495;+;-;not inf;;;not inf;+;-;24.4;33.9;207000;295000;8500;8700;210;235;;;;Cobalt-based-superalloy. WI-52. cast;1221.668;1260.8815;1300.095;;;;;;;;;;;;;;;;;;;;;;;;LENS;alliage de cobalt;34;35;36;122.4;126;129.6;;Cobalt-based-superalloy. WI-52. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobalt-based-superalloy. WI-52. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.9-12;0.817-0.903;20.6-30.9;3.46-3.83;0.26-0.287;3.03-4.55;6.64-7.34;0.498-0.55;4.39-6.58;not inf;not inf;not inf;24.1-26.6;1.81-2;9.09-13.6;37.2-41.2;2.98-3.29;40.6-60.9;11400-12600;852-941;4730-7100;0.952-1.05;0.0714-0.0789;5.24-5.79;0.393-0.434;10-11.1;0.75-0.829;114-126;8.52-9.41;24.1-29;125-150;440-530;15.1-18.1;20-40;not inf;150-180;200-240;150-180;75-95;165-225;0.3-0.32;28;120-140;48-58;not inf;110-130;35.3-51.9;175-610;172-619
Cobalt-based-superalloy. X-40. cast;;;;;;;;;;;;;;+;;;;;;;;;;;;;;1280;1410;902;1030;32;35.2;23.2;26.5;435;480;+;138;152;10.8;12;27.6;30.5;964.808;1026.31;+;-;not inf;;;not inf;+;-;21.7;29.8;185000;259000;8500;8700;220;230;;;;Cobalt-based-superalloy. X-40. cast;1087.208;1121.559;1155.91;;;;;;;;;;;;;;;;;;;;;;;;;alliage de fer;67;67;67;241.2;241.2;241.2;;Cobalt-based-superalloy. X-40. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobalt-based-superalloy. X-40. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.9-12;0.815-0.901;20.6-30.9;6.39-7.06;0.479-0.53;4.28-6.43;12.5-13.8;0.937-1.04;6.89-10.3;not inf;not inf;not inf;46.1-50.9;3.46-3.82;17.4-26.1;37-40.9;2.96-3.27;40.3-60.5;11400-12600;852-941;4730-7100;1.39-1.54;0.0723-0.0799;9.63-10.6;0.723-0.799;18.1-20.8;1.41-1.56;114-126;8.52-9.41;24.4-25.7;710-875;710-915;86.8-107;2.0-6;1420;710-875;200-210;710-875;75-85;165-185;0.3-0.31;20;220-270;95-103;16-26;208-256;1240-1850;295-460;276-492
INCONEL 600 annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;223;246;130;153;14.5;16;8.7;10.2;244;270;+;36.6;40.4;2.87;3.18;44.7;49.4;139.6792;144.4336;+;-;not inf;;;not inf;-;-;16.5;20.2;138000;170000;8370;8460;207;218;214;214;;INCONEL 600 annealed;262.0792;300.4564;302.8336;;;;;;;;;;;;;;;;;;;;;;;;;alliage de nickel;44;44;44;158.4;158.4;158.4;;INCONEL 600 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 600 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.9-12;0.815-0.901;20.6-30.9;6.39-7.06;0.479-0.53;4.28-6.43;12.5-13.8;0.937-1.04;6.89-10.3;not inf;not inf;not inf;46.1-50.9;3.46-3.82;17.4-26.1;37-40.9;2.96-3.27;40.3-60.5;11400-12600;852-941;4730-7100;1.39-1.54;0.0723-0.0799;9.63-10.6;0.723-0.799;18.1-20.8;1.41-1.56;114-126;8.52-9.41;24.4-25.7;165-245;440-545;20.2-30;30-45;not inf;195-245;200-210;195-245;75-85;165-185;0.3-0.31;30;93-140;48;0;76-140;68.6-142;175-275;163-296
INCONEL 600 cold drawn;;;;;;;;;;;;;;+;;;;;;;;;;;;;;223;246;130;153;14.5;16;8.7;10.2;244;270;+;36.6;40.4;2.87;3.18;44.7;49.4;139.6792;144.4336;+;-;not inf;;;not inf;-;-;16.5;20.2;138000;170000;8370;8460;207;218;205;215;;INCONEL 600 cold drawn;262.0792;300.4564;302.8336;;;;;;;;;;;;;;;;;;;;;;;;EBM;alliage de titane;8;27;46;28.8;97.2;165.6;;INCONEL 600 cold drawn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 600 cold drawn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.9-12;0.816-0.901;20.6-30.9;6.04-6.68;0.453-0.501;4.14-6.2;11.8-13;0.885-0.978;6.6-9.9;not inf;not inf;not inf;43.5-48.1;3.26-3.6;16.4-24.6;37-40.9;2.96-3.27;40.3-60.5;11400-12600;852-941;4730-7100;1.34-1.48;0.1-0.111;9.11-10.1;0.684-0.756;17.8-19.6;1.33-1.47;114-126;8.52-9.41;24.2-25.5;670-840;740-915;81.2-102;5.0-10;not inf;670-840;200-210;670-840;75-85;165-185;0.3-0.31;21;180-230;87-96;6.0-18;172-214;1110-1700;295-460;276-492
INCONEL 600 cold worked;;;;;;;;;;;;;;+;;;;;;;;;;;;;;223;246;130;153;14.5;16;8.7;10.2;244;270;+;36.6;40.4;2.87;3.18;44.7;49.4;139.6792;144.4336;+;-;not inf;;;not inf;-;-;16.5;20.2;138000;170000;8370;8460;207;218;205;215;;INCONEL 600 cold worked;262.0792;300.4564;302.8336;;;;;;;;;;;;;;;;;;;;;;;Polymères;FDM;ABS;65;174;283;234;626.4;1018.8;;INCONEL 600 cold worked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 600 cold worked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL 600 hard;;;;;;;;;;;;;;+;;;;;;;;;;;;;;223;246;130;153;14.5;16;8.7;10.2;244;270;+;36.6;40.4;2.87;3.18;44.7;49.4;139.6792;144.4336;+;-;not inf;;;not inf;-;-;16.5;20.2;137000;171000;8350;8500;195;220;;;;INCONEL 600 hard;262.0792;300.4564;302.8336;;;;;;;;;;;;;;;;;;;;;;;;;PLA;99;99;99;356.4;356.4;356.4;;INCONEL 600 hard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 600 hard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL 600 hot worked;;;;;;;;;;;;;;+;;;;;;;;;;;;;;223;246;130;153;14.5;16;8.7;10.2;244;270;+;36.6;40.4;2.87;3.18;44.7;49.4;139.6792;144.4336;+;-;not inf;;;not inf;-;-;16.5;20.2;138000;170000;8370;8460;207;218;205;215;;INCONEL 600 hot worked;262.0792;300.4564;302.8336;;;;;;;;;;;;;;;;;;;;;;;;;PC;149;149;149;536.4;536.4;536.4;;INCONEL 600 hot worked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 600 hot worked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL 600 spring temper ;;;;;;;;;;;;;;+;;;;;;;;;;;;;;223;246;130;153;14.5;16;8.7;10.2;244;270;+;36.6;40.4;2.87;3.18;44.7;49.4;139.6792;144.4336;+;-;not inf;;;not inf;-;-;16.5;20.2;137000;171000;8350;8500;195;220;;;;INCONEL 600 spring temper ;262.0792;300.4564;302.8336;;;;;;;;;;;;;;;;;;;;;;;;SLS;PA (nylon);20;38;56;72;136.8;201.6;;INCONEL 600 spring temper ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 600 spring temper ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL 600 wire (spring);;;;;;;;;;;;;;+;;;;;;;;;;;;;;223;246;130;153;14.5;16;8.7;10.2;244;270;+;36.6;40.4;2.87;3.18;44.7;49.4;139.6792;144.4336;+;-;not inf;;;not inf;-;-;16.5;20.2;137000;171000;8350;8500;195;220;;;;INCONEL 600 wire (spring);262.0792;300.4564;302.8336;;;;;;;;;;;;;;;;;;;;;;;;SLA;résine époxy;22;32;42;79.2;115.2;151.2;;INCONEL 600 wire (spring);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 600 wire (spring);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL 601 annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;233;257;136;161;14.2;15.7;8.63;10.1;264;292;+;37.8;41.7;3;3.28;44.7;49.4;145.7456;150.6418;+;-;not inf;;;not inf;-;-;14.7;17.8;117000;145000;7950;8150;200;215;;;;INCONEL 601 annealed;268.1456;306.5937;309.0418;;;;;;;;;;;;;;;;;;;;;;;;Polyjet;VeroClear (PMMA);22;22;22;79.2;79.2;79.2;;INCONEL 601 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 601 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL 617 annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;474;523;259;308;19.1;21;11.1;13.1;334;369;+;64.8;71.6;5.09;5.63;44.7;49.4;291.0876;300.0084;+;-;not inf;;;not inf;-;-;20.7;28.2;170000;239000;8250;8450;205;215;201;201;;INCONEL 617 annealed;413.4876;453.948;458.4084;;;;;;;;;;;;;;;;;;;;;;;;Multi Jet fusion;PA (nylon);12;12;12;43.2;43.2;43.2;;INCONEL 617 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 617 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL 625 annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;301;332;183;214;19.4;21.4;12.2;14.2;279;308;+;45.9;50.7;3.61;4;44.7;49.4;186.9703;193.0378;+;-;not inf;;;not inf;-;-;27.1;33.4;228000;284000;8400;8480;205;216;205;205;;INCONEL 625 annealed;309.3703;348.40405;351.4378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 625 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 625 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL 671 annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;319;352;186;220;17.2;19;10.7;12.5;328;362;+;47.9;53;3.77;4.16;44.7;49.4;197.8183;204.294;+;-;not inf;;;not inf;-;-;15;18.1;120000;143000;7800;7920;215;45;;;;INCONEL 671 annealed;320.2183;359.45615;362.694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 671 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 671 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
